FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
664,665, , , , , , ,Chittagong,665,Fall,2004, ,0,0, ,780, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
665,666, , , , , , ,Chittagong,666,Topple,2004, ,0,0, ,594, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Topple process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
666,667, , , , , , ,Chittagong,667,Slide,2004, ,0,0, ,552, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
667,668, , , , , , ,Chittagong,668,Flow,2005, ,0,0, ,328, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
668,669, , , , , , ,Chittagong,669,Flow,2005, ,0,0, ,658, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
669,670, , , , , , ,Chittagong,670,Slide,2013, ,0,0, ,150, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
670,671, , , , , , ,Chittagong,671,Flow,2015, ,0,0, ,3223, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
671,672, , , , , , ,Chittagong,672,Slide,2004, ,0,0, ,15296, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
672,673, , , , , , ,Chittagong,673,Fall,2013, ,0,0, ,313, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
673,674, , , , , , ,Chittagong,674,Flow,2013, ,0,0, ,460, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
674,675, , , , , , ,Chittagong,675,Slide,2016, ,0,0, ,704, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
675,676, , , , , , ,Chittagong,676,Flow,2013, ,0,0, ,165, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
676,677, , , , , , ,Chittagong,677,Slide,2013, ,0,0, ,99, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
677,678, , , , , , ,Chittagong,678,Slide,2013, ,0,0, ,2404, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
678,679, , , , , , ,Chittagong,679,Slide,2006, ,0,0, ,290, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
679,680, , , , , , ,Chittagong,680,Flow,2013, ,0,0, ,792, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
680,681, , , , , , ,Chittagong,681,Slide,2013, ,0,0, ,624, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
681,682, , , , , , ,Chittagong,682,Flow,2013, ,0,0, ,158, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
682,683, , , , , , ,Chittagong,683,Slide,2013, ,0,0, ,213, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
683,684, , , , , , ,Chittagong,684,Slide,2013, ,0,0, ,165, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
684,685, , , , , , ,Chittagong,685,Slide,2013, ,0,0, ,287, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
685,686, , , , , , ,Chittagong,686,Slide,2013, ,0,0, ,225, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
686,687, , , , , , ,Chittagong,687,Slide,2013, ,0,0, ,264, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
